"tanggal","provinsi","0-5","6-18","19-30","31-45","45-59",">=60","tidak diketahui"
"2021-05-25","JAWA TIMUR",2731,10196,28720,40814,44428,25486,964
"2021-05-26","JAWA TIMUR",2738,10207,28766,40866,44506,25549,964
"2021-05-29","JAWA TIMUR",2753,10250,28853,41015,44728,25750,966
"2021-05-31","JAWA TIMUR",2763,10277,28943,41121,44861,25850,966
"2021-06-02","JAWA TIMUR",2774,10314,29003,41217,45003,25968,966
"2021-06-10","JAWA TIMUR",2840,10506,29428,41851,45705,26544,968
"2021-06-12","JAWA TIMUR",2863,10581,29564,42051,45910,26704,968
"2021-06-13","JAWA TIMUR",2870,10612,29645,42171,46012,26780,969
"2021-03-24","KALIMANTAN BARAT",132,536,1441,1616,1280,561,81
"2021-03-28","KALIMANTAN BARAT",135,561,1483,1663,1310,576,81
"2021-04-07","KALIMANTAN BARAT",147,613,1583,1759,1378,604,83
"2021-04-12","KALIMANTAN BARAT",151,643,1643,1846,1416,619,95
"2021-04-15","KALIMANTAN BARAT",156,680,1709,1928,1466,638,96
"2021-04-16","KALIMANTAN BARAT",161,695,1734,1956,1481,648,96
"2021-04-17","KALIMANTAN BARAT",164,699,1767,1988,1498,656,96
"2021-04-18","KALIMANTAN BARAT",167,706,1782,2025,1507,663,96
"2021-04-19","KALIMANTAN BARAT",167,706,1782,2025,1507,663,96
"2021-04-20","KALIMANTAN BARAT",169,714,1794,2051,1524,673,98
"2021-04-21","KALIMANTAN BARAT",170,728,1823,2076,1544,682,98
"2021-04-22","KALIMANTAN BARAT",174,739,1851,2093,1566,693,104
"2021-04-23","KALIMANTAN BARAT",175,743,1871,2122,1589,708,104
"2021-04-24","KALIMANTAN BARAT",177,762,1902,2139,1604,717,107
"2021-04-25","KALIMANTAN BARAT",179,767,1907,2149,1611,727,107
"2021-04-26","KALIMANTAN BARAT",179,767,1907,2149,1611,727,107
"2021-04-27","KALIMANTAN BARAT",179,770,1923,2165,1626,733,107
"2021-04-30","KALIMANTAN BARAT",186,793,1987,2222,1689,754,107
"2021-05-01","KALIMANTAN BARAT",193,802,2011,2242,1719,762,107
"2021-05-02","KALIMANTAN BARAT",193,814,2031,2277,1741,768,107
"2021-05-04","KALIMANTAN BARAT",200,824,2062,2305,1763,787,107
"2021-05-06","KALIMANTAN BARAT",204,847,2126,2372,1821,807,107
"2021-05-08","KALIMANTAN BARAT",210,872,2180,2435,1853,833,108
"2021-05-10","KALIMANTAN BARAT",213,897,2228,2484,1890,859,109
"2021-05-13","KALIMANTAN BARAT",220,928,2310,2564,1970,906,111
"2021-05-14","KALIMANTAN BARAT",224,941,2337,2591,1991,921,111
"2021-05-16","KALIMANTAN BARAT",226,972,2375,2636,2024,935,112
"2021-05-19","KALIMANTAN BARAT",234,1027,2444,2736,2084,964,113
"2021-05-25","KALIMANTAN BARAT",252,1090,2587,2931,2213,1059,114
"2021-05-26","KALIMANTAN BARAT",255,1099,2618,2958,2243,1080,114
"2021-05-29","KALIMANTAN BARAT",266,1129,2694,3048,2307,1125,114
"2021-05-31","KALIMANTAN BARAT",272,1147,2732,3101,2342,1146,114
"2021-06-02","KALIMANTAN BARAT",279,1167,2778,3162,2387,1180,114
"2021-06-10","KALIMANTAN BARAT",300,1247,2966,3416,2572,1290,115
"2021-06-12","KALIMANTAN BARAT",305,1288,3020,3502,2633,1332,116
"2021-06-13","KALIMANTAN BARAT",306,1300,3048,3545,2666,1351,116
"2021-03-24","KALIMANTAN SELATAN",748,2416,6885,7695,5638,2102,669
"2021-03-28","KALIMANTAN SELATAN",768,2484,7132,7956,5811,2186,782
"2021-04-07","KALIMANTAN SELATAN",810,2702,7698,8590,6289,2424,804
"2021-04-12","KALIMANTAN SELATAN",829,2797,8048,8917,6522,2553,813
"2021-04-15","KALIMANTAN SELATAN",835,2845,8219,9085,6668,2628,818
"2021-04-16","KALIMANTAN SELATAN",837,2859,8265,9119,6700,2652,819
"2021-04-17","KALIMANTAN SELATAN",847,2871,8303,9169,6726,2664,827
"2021-04-18","KALIMANTAN SELATAN",847,2882,8353,9220,6762,2678,851
"2021-04-19","KALIMANTAN SELATAN",848,2884,8357,9228,6771,2684,852
"2021-04-20","KALIMANTAN SELATAN",851,2891,8389,9278,6806,2706,850
"2021-04-21","KALIMANTAN SELATAN",852,2897,8420,9298,6830,2719,850
"2021-04-22","KALIMANTAN SELATAN",855,2925,8465,9361,6866,2749,851
"2021-04-23","KALIMANTAN SELATAN",858,2949,8518,9409,6916,2768,851
"2021-04-24","KALIMANTAN SELATAN",858,2963,8568,9460,6946,2793,854
"2021-04-25","KALIMANTAN SELATAN",859,2966,8579,9481,6959,2800,854
"2021-04-26","KALIMANTAN SELATAN",859,2967,8583,9486,6960,2805,854
"2021-04-27","KALIMANTAN SELATAN",861,2975,8604,9516,6981,2821,854
"2021-04-30","KALIMANTAN SELATAN",868,3007,8687,9622,7061,2858,855
"2021-05-01","KALIMANTAN SELATAN",869,3013,8716,9648,7074,2870,856
"2021-05-02","KALIMANTAN SELATAN",868,3013,8715,9653,7077,2877,855
"2021-05-04","KALIMANTAN SELATAN",870,3015,8730,9685,7105,2888,855
"2021-05-06","KALIMANTAN SELATAN",876,3032,8766,9725,7147,2919,855
"2021-05-08","KALIMANTAN SELATAN",881,3057,8824,9786,7199,2970,855
"2021-05-10","KALIMANTAN SELATAN",881,3062,8841,9817,7222,2982,853
"2021-05-13","KALIMANTAN SELATAN",886,3081,8877,9862,7249,3007,854
"2021-05-14","KALIMANTAN SELATAN",886,3083,8877,9869,7255,3011,854
"2021-05-16","KALIMANTAN SELATAN",887,3086,8880,9879,7267,3020,854
"2021-05-19","KALIMANTAN SELATAN",890,3092,8908,9916,7294,3040,855
"2021-05-25","KALIMANTAN SELATAN",895,3121,9003,10004,7379,3096,856
"2021-05-26","KALIMANTAN SELATAN",895,3129,9020,10027,7401,3108,856
"2021-05-29","KALIMANTAN SELATAN",900,3157,9076,10093,7459,3129,856
"2021-05-31","KALIMANTAN SELATAN",901,3172,9098,10123,7477,3132,856
"2021-06-02","KALIMANTAN SELATAN",904,3174,9113,10130,7492,3144,857
"2021-06-10","KALIMANTAN SELATAN",916,3204,9215,10235,7579,3191,859
"2021-06-12","KALIMANTAN SELATAN",918,3209,9228,10250,7597,3195,859
"2021-06-13","KALIMANTAN SELATAN",918,3212,9233,10255,7607,3201,859
"2021-03-24","KALIMANTAN TENGAH",541,1828,4254,5092,3319,1098,293
"2021-03-28","KALIMANTAN TENGAH",565,1895,4366,5236,3425,1138,296
"2021-04-07","KALIMANTAN TENGAH",592,1995,4574,5517,3639,1228,301
"2021-04-12","KALIMANTAN TENGAH",608,2045,4707,5668,3736,1288,302
"2021-04-15","KALIMANTAN TENGAH",610,2070,4776,5755,3794,1318,305
"2021-04-16","KALIMANTAN TENGAH",614,2084,4804,5788,3820,1329,305
"2021-04-17","KALIMANTAN TENGAH",617,2099,4843,5821,3839,1337,305
"2021-04-18","KALIMANTAN TENGAH",619,2111,4862,5842,3868,1346,305
"2021-04-19","KALIMANTAN TENGAH",620,2113,4882,5863,3889,1359,305
"2021-04-20","KALIMANTAN TENGAH",624,2125,4917,5917,3911,1372,307
"2021-04-21","KALIMANTAN TENGAH",626,2138,4938,5942,3937,1382,307
"2021-04-22","KALIMANTAN TENGAH",627,2144,4956,5966,3952,1389,307
"2021-04-23","KALIMANTAN TENGAH",629,2152,4979,5989,3969,1401,307
"2021-04-24","KALIMANTAN TENGAH",631,2165,5005,6023,3989,1424,308
"2021-04-25","KALIMANTAN TENGAH",637,2177,5027,6041,4007,1429,308
"2021-04-26","KALIMANTAN TENGAH",637,2183,5054,6066,4033,1441,309
"2021-04-27","KALIMANTAN TENGAH",638,2190,5071,6079,4043,1450,309
"2021-04-30","KALIMANTAN TENGAH",643,2212,5144,6156,4119,1487,310
"2021-05-01","KALIMANTAN TENGAH",649,2221,5171,6191,4141,1496,310
"2021-05-02","KALIMANTAN TENGAH",653,2226,5185,6207,4150,1497,310
"2021-05-04","KALIMANTAN TENGAH",657,2250,5237,6244,4191,1514,310
"2021-05-06","KALIMANTAN TENGAH",663,2264,5276,6289,4236,1530,310
"2021-05-08","KALIMANTAN TENGAH",665,2283,5325,6353,4282,1559,310
"2021-05-10","KALIMANTAN TENGAH",668,2314,5348,6397,4313,1578,310
"2021-05-13","KALIMANTAN TENGAH",678,2335,5401,6439,4359,1602,310
"2021-05-14","KALIMANTAN TENGAH",679,2348,5412,6455,4368,1607,310
"2021-05-16","KALIMANTAN TENGAH",684,2353,5438,6475,4382,1610,310
"2021-05-19","KALIMANTAN TENGAH",688,2369,5492,6541,4431,1642,311
"2021-05-25","KALIMANTAN TENGAH",706,2436,5619,6685,4549,1685,311
"2021-05-26","KALIMANTAN TENGAH",709,2442,5648,6707,4574,1690,312
"2021-05-29","KALIMANTAN TENGAH",716,2474,5729,6784,4640,1722,314
"2021-05-31","KALIMANTAN TENGAH",719,2495,5791,6835,4673,1736,314
"2021-06-02","KALIMANTAN TENGAH",727,2514,5832,6877,4697,1747,314
"2021-06-10","KALIMANTAN TENGAH",755,2589,6069,7077,4850,1825,315
"2021-06-12","KALIMANTAN TENGAH",763,2610,6122,7131,4879,1845,316
"2021-06-13","KALIMANTAN TENGAH",766,2625,6140,7160,4906,1849,317
"2021-03-24","KALIMANTAN TIMUR",1746,5180,16421,20425,11822,4200,2367
"2021-03-28","KALIMANTAN TIMUR",1782,5277,16631,20730,12034,4292,2345
"2021-04-07","KALIMANTAN TIMUR",1833,5434,17096,21338,12388,4456,2312
"2021-04-12","KALIMANTAN TIMUR",1860,5523,17333,21616,12538,4520,2310
"2021-04-15","KALIMANTAN TIMUR",1884,5568,17481,21793,12640,4564,2310
"2021-04-16","KALIMANTAN TIMUR",1890,5576,17517,21842,12661,4571,2310
"2021-04-17","KALIMANTAN TIMUR",1898,5608,17565,21909,12697,4589,2310
"2021-04-18","KALIMANTAN TIMUR",1901,5632,17618,21968,12732,4601,2310
"2021-04-19","KALIMANTAN TIMUR",1902,5645,17650,22008,12751,4612,2310
"2021-04-20","KALIMANTAN TIMUR",1904,5655,17698,22056,12782,4622,2310
"2021-04-21","KALIMANTAN TIMUR",1913,5664,17748,22127,12813,4640,2309
"2021-04-22","KALIMANTAN TIMUR",1920,5685,17810,22175,12845,4650,2309
"2021-04-23","KALIMANTAN TIMUR",1922,5698,17869,22227,12891,4666,2309
"2021-04-24","KALIMANTAN TIMUR",1927,5710,17894,22289,12919,4683,2309
"2021-04-25","KALIMANTAN TIMUR",1932,5741,17926,22348,12947,4693,2309
"2021-04-26","KALIMANTAN TIMUR",1934,5745,17944,22379,12966,4701,2309
"2021-04-27","KALIMANTAN TIMUR",1939,5760,18000,22425,12995,4708,2309
"2021-04-30","KALIMANTAN TIMUR",1951,5810,18151,22578,13092,4737,2309
"2021-05-01","KALIMANTAN TIMUR",1956,5830,18174,22618,13127,4751,2309
"2021-05-02","KALIMANTAN TIMUR",1957,5834,18182,22635,13143,4757,2309
"2021-05-04","KALIMANTAN TIMUR",1960,5851,18242,22707,13195,4774,2309
"2021-05-06","KALIMANTAN TIMUR",1971,5876,18306,22779,13239,4799,2309
"2021-05-08","KALIMANTAN TIMUR",1980,5898,18370,22852,13266,4818,2309
"2021-05-10","KALIMANTAN TIMUR",1983,5916,18424,22907,13303,4831,2309
"2021-05-13","KALIMANTAN TIMUR",1987,5958,18501,22997,13351,4855,2309
"2021-05-14","KALIMANTAN TIMUR",1987,5960,18502,23004,13354,4855,2309
"2021-05-16","KALIMANTAN TIMUR",1989,5964,18535,23033,13381,4868,2309
"2021-05-19","KALIMANTAN TIMUR",2001,5988,18638,23147,13435,4886,2309
"2021-05-25","KALIMANTAN TIMUR",2022,6049,18807,23356,13540,4927,2309
"2021-05-26","KALIMANTAN TIMUR",2028,6062,18826,23385,13552,4930,2309
"2021-05-29","KALIMANTAN TIMUR",2036,6097,18912,23473,13590,4953,2309
"2021-05-31","KALIMANTAN TIMUR",2045,6129,18971,23539,13629,4977,2309
"2021-06-02","KALIMANTAN TIMUR",2052,6142,19016,23588,13656,4990,2309
"2021-06-10","KALIMANTAN TIMUR",2077,6209,19196,23815,13795,5035,2309
"2021-06-12","KALIMANTAN TIMUR",2079,6223,19237,23871,13830,5043,2309
"2021-06-13","KALIMANTAN TIMUR",2080,6230,19266,23913,13848,5055,2309
"2021-03-24","KALIMANTAN UTARA",209,1104,3174,3613,1995,728,64
"2021-03-28","KALIMANTAN UTARA",217,1117,3217,3674,2029,740,64
"2021-04-07","KALIMANTAN UTARA",220,1138,3280,3759,2083,757,65
"2021-04-12","KALIMANTAN UTARA",222,1154,3306,3785,2102,764,65
"2021-04-15","KALIMANTAN UTARA",224,1160,3318,3803,2119,768,65
"2021-04-16","KALIMANTAN UTARA",224,1161,3322,3805,2119,768,65
"2021-04-17","KALIMANTAN UTARA",224,1165,3326,3807,2124,768,65
"2021-04-18","KALIMANTAN UTARA",227,1173,3346,3824,2130,769,65
"2021-04-19","KALIMANTAN UTARA",227,1174,3350,3833,2133,769,65
"2021-04-20","KALIMANTAN UTARA",227,1179,3352,3839,2139,774,65
"2021-04-21","KALIMANTAN UTARA",228,1180,3354,3841,2142,775,65
"2021-04-22","KALIMANTAN UTARA",228,1185,3362,3847,2145,777,65
"2021-04-23","KALIMANTAN UTARA",229,1188,3368,3852,2149,777,65
"2021-04-24","KALIMANTAN UTARA",229,1188,3369,3856,2154,778,65
"2021-04-25","KALIMANTAN UTARA",229,1188,3374,3862,2156,781,65
"2021-04-26","KALIMANTAN UTARA",229,1197,3377,3871,2158,781,65
"2021-04-27","KALIMANTAN UTARA",229,1201,3381,3882,2162,782,65
"2021-04-30","KALIMANTAN UTARA",231,1207,3398,3890,2169,785,65
"2021-05-01","KALIMANTAN UTARA",231,1208,3400,3894,2169,785,65
"2021-05-02","KALIMANTAN UTARA",233,1213,3407,3903,2177,788,65
"2021-05-04","KALIMANTAN UTARA",233,1216,3413,3916,2187,791,65
"2021-05-06","KALIMANTAN UTARA",233,1219,3418,3919,2186,792,65
"2021-05-08","KALIMANTAN UTARA",235,1221,3423,3928,2187,792,65
"2021-05-10","KALIMANTAN UTARA",235,1223,3430,3932,2193,793,65
"2021-05-13","KALIMANTAN UTARA",237,1224,3433,3937,2193,793,65
"2021-05-14","KALIMANTAN UTARA",238,1225,3436,3939,2195,793,65
"2021-05-16","KALIMANTAN UTARA",238,1226,3436,3941,2196,793,65
"2021-05-19","KALIMANTAN UTARA",243,1230,3456,3956,2199,793,65
"2021-05-25","KALIMANTAN UTARA",246,1263,3515,4044,2234,803,65
"2021-05-26","KALIMANTAN UTARA",246,1263,3518,4049,2237,805,65
"2021-05-29","KALIMANTAN UTARA",246,1270,3531,4071,2246,805,65
"2021-05-31","KALIMANTAN UTARA",249,1273,3543,4085,2250,805,65
"2021-06-02","KALIMANTAN UTARA",251,1282,3548,4098,2254,808,65
"2021-06-10","KALIMANTAN UTARA",254,1295,3591,4128,2268,817,65
"2021-06-12","KALIMANTAN UTARA",255,1298,3597,4133,2270,817,65
"2021-06-13","KALIMANTAN UTARA",256,1298,3616,4140,2273,819,66
"2021-03-24","KEPULAUAN BANGKA BELITUNG",399,1370,2107,2619,1571,737,19
"2021-03-28","KEPULAUAN BANGKA BELITUNG",406,1434,2178,2684,1646,777,19
"2021-04-07","KEPULAUAN BANGKA BELITUNG",432,1535,2367,2871,1796,870,18
"2021-04-12","KEPULAUAN BANGKA BELITUNG",446,1596,2498,3013,1889,913,18
"2021-04-15","KEPULAUAN BANGKA BELITUNG",455,1648,2591,3162,1970,978,18
"2021-04-16","KEPULAUAN BANGKA BELITUNG",458,1667,2622,3210,1997,996,18
"2021-04-17","KEPULAUAN BANGKA BELITUNG",458,1678,2643,3237,2019,1009,18
"2021-04-18","KEPULAUAN BANGKA BELITUNG",460,1699,2661,3268,2047,1023,18
"2021-04-19","KEPULAUAN BANGKA BELITUNG",464,1709,2676,3295,2058,1032,18
"2021-04-20","KEPULAUAN BANGKA BELITUNG",467,1728,2702,3353,2086,1050,18
"2021-04-21","KEPULAUAN BANGKA BELITUNG",472,1753,2730,3412,2115,1066,18
"2021-04-22","KEPULAUAN BANGKA BELITUNG",478,1782,2759,3447,2137,1078,18
"2021-04-23","KEPULAUAN BANGKA BELITUNG",486,1851,2849,3532,2195,1107,18
"2021-04-24","KEPULAUAN BANGKA BELITUNG",488,1871,2899,3572,2232,1125,18
"2021-04-25","KEPULAUAN BANGKA BELITUNG",494,1905,2956,3648,2289,1158,18
"2021-04-26","KEPULAUAN BANGKA BELITUNG",501,1917,3011,3709,2322,1184,18
"2021-04-27","KEPULAUAN BANGKA BELITUNG",506,1937,3051,3756,2355,1199,18
"2021-04-30","KEPULAUAN BANGKA BELITUNG",529,2024,3209,3926,2470,1270,18
"2021-05-01","KEPULAUAN BANGKA BELITUNG",539,2057,3258,3983,2501,1290,18
"2021-05-02","KEPULAUAN BANGKA BELITUNG",543,2064,3284,4012,2519,1299,18
"2021-05-04","KEPULAUAN BANGKA BELITUNG",548,2104,3351,4088,2554,1324,19
"2021-05-06","KEPULAUAN BANGKA BELITUNG",562,2144,3415,4165,2620,1356,19
"2021-05-08","KEPULAUAN BANGKA BELITUNG",582,2217,3519,4315,2689,1404,19
"2021-05-10","KEPULAUAN BANGKA BELITUNG",592,2262,3592,4389,2741,1446,19
"2021-05-13","KEPULAUAN BANGKA BELITUNG",610,2319,3680,4522,2826,1491,20
"2021-05-14","KEPULAUAN BANGKA BELITUNG",611,2329,3690,4544,2842,1497,20
"2021-05-16","KEPULAUAN BANGKA BELITUNG",612,2339,3717,4578,2868,1515,20
"2021-05-19","KEPULAUAN BANGKA BELITUNG",629,2382,3819,4705,2930,1567,20
"2021-05-25","KEPULAUAN BANGKA BELITUNG",678,2533,4111,5038,3111,1669,20
"2021-05-26","KEPULAUAN BANGKA BELITUNG",687,2576,4183,5128,3142,1694,21
"2021-05-29","KEPULAUAN BANGKA BELITUNG",706,2647,4290,5283,3229,1743,24
"2021-05-31","KEPULAUAN BANGKA BELITUNG",719,2712,4383,5392,3279,1787,25
"2021-06-02","KEPULAUAN BANGKA BELITUNG",727,2735,4429,5444,3315,1812,25
"2021-06-10","KEPULAUAN BANGKA BELITUNG",782,2891,4672,5751,3475,1908,25
"2021-06-12","KEPULAUAN BANGKA BELITUNG",789,2908,4708,5804,3502,1922,25
"2021-06-13","KEPULAUAN BANGKA BELITUNG",793,2916,4712,5818,3512,1925,25
"2021-03-24","KEPULAUAN RIAU",256,804,2628,2898,1775,582,96
"2021-03-28","KEPULAUAN RIAU",261,821,2647,2934,1793,591,96
"2021-04-07","KEPULAUAN RIAU",264,847,2738,3022,1841,605,98
"2021-04-12","KEPULAUAN RIAU",266,861,2791,3074,1873,620,101
"2021-04-15","KEPULAUAN RIAU",271,884,2879,3160,1916,636,101
"2021-04-16","KEPULAUAN RIAU",274,900,2895,3176,1928,639,101
"2021-04-17","KEPULAUAN RIAU",276,908,2910,3194,1947,646,101
"2021-04-18","KEPULAUAN RIAU",281,922,2928,3217,1964,657,101
"2021-04-19","KEPULAUAN RIAU",282,922,2931,3228,1975,657,101
"2021-04-20","KEPULAUAN RIAU",284,930,2956,3255,1993,663,101
"2021-04-21","KEPULAUAN RIAU",284,933,2974,3280,2004,666,101
"2021-04-22","KEPULAUAN RIAU",285,945,2997,3302,2022,675,101
"2021-04-23","KEPULAUAN RIAU",285,949,3006,3320,2033,683,101
"2021-04-24","KEPULAUAN RIAU",286,957,3046,3350,2051,687,101
"2021-04-25","KEPULAUAN RIAU",291,966,3093,3397,2075,703,101
"2021-04-26","KEPULAUAN RIAU",294,971,3138,3448,2101,709,102
"2021-04-27","KEPULAUAN RIAU",296,978,3156,3472,2118,716,102
"2021-04-30","KEPULAUAN RIAU",310,1008,3261,3584,2175,735,102
"2021-05-01","KEPULAUAN RIAU",314,1025,3318,3634,2210,752,102
"2021-05-02","KEPULAUAN RIAU",319,1038,3355,3671,2243,772,102
"2021-05-04","KEPULAUAN RIAU",331,1084,3422,3757,2296,793,104
"2021-05-06","KEPULAUAN RIAU",340,1125,3503,3872,2362,825,107
"2021-05-08","KEPULAUAN RIAU",350,1150,3551,3946,2400,834,109
"2021-05-10","KEPULAUAN RIAU",354,1179,3608,4003,2440,848,109
"2021-05-13","KEPULAUAN RIAU",370,1212,3702,4116,2515,884,112
"2021-05-14","KEPULAUAN RIAU",373,1218,3725,4157,2533,887,116
"2021-05-16","KEPULAUAN RIAU",386,1271,3824,4271,2615,926,128
"2021-05-19","KEPULAUAN RIAU",392,1310,3936,4384,2713,967,126
"2021-05-25","KEPULAUAN RIAU",411,1427,4317,4786,2956,1069,130
"2021-05-26","KEPULAUAN RIAU",418,1448,4373,4843,2996,1078,130
"2021-05-29","KEPULAUAN RIAU",444,1541,4769,5146,3181,1158,133
"2021-05-31","KEPULAUAN RIAU",450,1568,4919,5298,3264,1194,134
"2021-06-02","KEPULAUAN RIAU",462,1637,5110,5447,3361,1247,141
"2021-06-10","KEPULAUAN RIAU",515,1854,5773,6112,3746,1396,154
"2021-06-12","KEPULAUAN RIAU",534,1913,5969,6296,3835,1431,154
"2021-06-13","KEPULAUAN RIAU",537,1940,6033,6357,3874,1451,155
"2021-03-24","LAMPUNG",269,996,2819,3891,3438,1895,393
"2021-03-28","LAMPUNG",273,1021,2847,3932,3478,1934,393
"2021-04-07","LAMPUNG",280,1049,2932,4041,3606,2015,393
"2021-04-12","LAMPUNG",285,1060,2977,4118,3674,2066,398
"2021-04-15","LAMPUNG",287,1071,3012,4154,3729,2112,398
"2021-04-16","LAMPUNG",289,1075,3023,4166,3752,2127,398
"2021-04-17","LAMPUNG",290,1078,3033,4181,3778,2142,398
"2021-04-18","LAMPUNG",292,1085,3051,4205,3804,2152,399
"2021-04-19","LAMPUNG",296,1093,3065,4229,3835,2162,399
"2021-04-20","LAMPUNG",297,1100,3087,4249,3864,2190,399
"2021-04-21","LAMPUNG",297,1103,3108,4273,3886,2208,399
"2021-04-22","LAMPUNG",297,1106,3127,4288,3901,2219,399
"2021-04-23","LAMPUNG",298,1110,3140,4303,3936,2231,399
"2021-04-24","LAMPUNG",302,1116,3150,4316,3957,2245,399
"2021-04-25","LAMPUNG",302,1124,3165,4338,3977,2261,399
"2021-04-26","LAMPUNG",302,1124,3173,4356,3999,2280,399
"2021-04-27","LAMPUNG",303,1129,3183,4370,4023,2295,399
"2021-04-30","LAMPUNG",306,1159,3232,4437,4100,2342,399
"2021-05-01","LAMPUNG",306,1162,3241,4457,4121,2355,399
"2021-05-02","LAMPUNG",307,1165,3257,4472,4143,2373,399
"2021-05-04","LAMPUNG",308,1178,3286,4505,4188,2399,399
"2021-05-06","LAMPUNG",308,1185,3314,4532,4243,2426,399
"2021-05-08","LAMPUNG",308,1187,3339,4560,4283,2461,399
"2021-05-10","LAMPUNG",310,1194,3352,4583,4313,2484,399
"2021-05-13","LAMPUNG",313,1207,3393,4636,4376,2533,399
"2021-05-14","LAMPUNG",314,1208,3395,4643,4389,2538,399
"2021-05-16","LAMPUNG",318,1220,3420,4673,4424,2555,399
"2021-05-19","LAMPUNG",321,1233,3442,4713,4488,2592,399
"2021-05-25","LAMPUNG",329,1274,3539,4830,4627,2692,404
"2021-05-26","LAMPUNG",329,1280,3557,4842,4650,2705,407
"2021-05-29","LAMPUNG",336,1304,3599,4907,4713,2743,407
"2021-05-31","LAMPUNG",338,1319,3641,4953,4757,2782,407
"2021-06-02","LAMPUNG",339,1330,3665,5004,4819,2819,408
"2021-06-10","LAMPUNG",350,1388,3793,5192,5042,2989,412
"2021-06-12","LAMPUNG",354,1397,3835,5249,5078,3026,412
"2021-06-13","LAMPUNG",355,1406,3852,5277,5107,3055,412
"2021-03-24","MALUKU",89,580,2037,2570,1383,421,203
"2021-03-28","MALUKU",89,584,2048,2589,1394,430,206
"2021-04-07","MALUKU",90,588,2060,2598,1403,440,213
"2021-04-12","MALUKU",90,591,2065,2618,1413,440,218
"2021-04-15","MALUKU",90,591,2066,2630,1417,443,218
"2021-04-16","MALUKU",90,591,2066,2633,1419,443,218
"2021-04-17","MALUKU",91,592,2067,2636,1424,445,218
"2021-04-18","MALUKU",92,593,2068,2639,1429,447,218
"2021-04-19","MALUKU",92,593,2070,2639,1429,447,218
"2021-04-20","MALUKU",92,594,2070,2639,1429,447,218
"2021-04-21","MALUKU",92,596,2071,2641,1431,448,220
"2021-04-22","MALUKU",92,596,2071,2641,1431,448,220
"2021-04-23","MALUKU",92,596,2071,2644,1434,450,220
"2021-04-24","MALUKU",92,596,2071,2644,1434,450,220
"2021-04-25","MALUKU",92,596,2074,2646,1436,451,220
"2021-04-26","MALUKU",92,596,2074,2646,1436,451,220
"2021-04-27","MALUKU",92,596,2074,2646,1436,451,220
"2021-04-30","MALUKU",92,597,2080,2647,1437,453,224
"2021-05-01","MALUKU",92,597,2080,2647,1437,453,224
"2021-05-02","MALUKU",92,597,2081,2648,1438,454,225
"2021-05-04","MALUKU",92,599,2085,2652,1440,454,227
"2021-05-06","MALUKU",93,600,2090,2658,1446,455,232
"2021-05-08","MALUKU",93,603,2098,2664,1448,455,232
"2021-05-10","MALUKU",93,603,2098,2664,1449,455,234
"2021-05-13","MALUKU",93,603,2098,2664,1449,456,234
"2021-05-14","MALUKU",94,604,2103,2677,1457,458,236
"2021-05-16","MALUKU",94,605,2104,2680,1458,459,236
"2021-05-19","MALUKU",94,605,2110,2687,1459,461,240
"2021-05-25","MALUKU",96,610,2128,2701,1467,464,252
"2021-05-26","MALUKU",96,610,2128,2701,1467,464,252
"2021-05-29","MALUKU",96,611,2135,2708,1472,467,252
"2021-05-31","MALUKU",96,612,2135,2709,1472,468,252
"2021-06-02","MALUKU",96,612,2135,2709,1472,468,252
"2021-06-10","MALUKU",98,613,2154,2728,1492,476,267
"2021-06-12","MALUKU",98,613,2164,2738,1494,480,269
"2021-06-13","MALUKU",98,615,2178,2749,1497,481,269
"2021-03-24","MALUKU UTARA",71,240,1261,1471,716,269,256
"2021-03-28","MALUKU UTARA",71,241,1264,1481,722,269,256
"2021-04-07","MALUKU UTARA",72,245,1276,1497,734,271,256
"2021-04-12","MALUKU UTARA",72,246,1276,1499,737,271,256
"2021-04-15","MALUKU UTARA",72,246,1281,1502,741,271,256
"2021-04-16","MALUKU UTARA",72,246,1281,1504,741,271,256
"2021-04-17","MALUKU UTARA",72,246,1282,1506,744,271,256
"2021-04-18","MALUKU UTARA",72,246,1283,1506,746,272,256
"2021-04-19","MALUKU UTARA",72,246,1284,1506,746,272,256
"2021-04-20","MALUKU UTARA",72,246,1285,1510,746,272,256
"2021-04-21","MALUKU UTARA",72,247,1287,1515,749,272,256
"2021-04-22","MALUKU UTARA",72,247,1287,1515,750,272,256
"2021-04-23","MALUKU UTARA",72,247,1287,1518,750,272,256
"2021-04-24","MALUKU UTARA",72,248,1289,1521,750,272,256
"2021-04-25","MALUKU UTARA",72,249,1289,1522,752,273,256
"2021-04-26","MALUKU UTARA",72,249,1289,1522,752,273,256
"2021-04-27","MALUKU UTARA",72,249,1290,1522,752,273,256
"2021-04-30","MALUKU UTARA",72,249,1290,1525,752,273,256
"2021-05-01","MALUKU UTARA",72,249,1290,1525,752,273,256
"2021-05-02","MALUKU UTARA",72,249,1290,1525,752,273,256
"2021-05-04","MALUKU UTARA",72,249,1291,1527,753,273,256
"2021-05-06","MALUKU UTARA",72,252,1293,1529,754,274,256
"2021-05-08","MALUKU UTARA",72,252,1293,1529,757,274,256
"2021-05-10","MALUKU UTARA",72,252,1294,1529,757,274,256
"2021-05-13","MALUKU UTARA",72,252,1299,1531,757,274,256
"2021-05-14","MALUKU UTARA",72,252,1299,1531,757,274,256
